Rank,Name,Platform,Year,Genre,Publisher
507,Madden NFL 13,X360,2012,SPORTS,Electronic Arts
11233,1 vs. 100,DS,2008,MISC,DSI Games
2949,Test Drive Unlimited 2,X360,N/A,RACING,Atari
10655,Marvel vs. Capcom: Clash of Super Heroes,DC,1999,FIGHTING,Capcom
11815,Goodbye Deponia,PC,2013,ADVENTURE,Daedalic Entertainment
1055,Kirby's Return to Dreamland,WII,2011,PLATFORM,Nintendo
4428,The Urbz: Sims in the City (all regions sales),DS,2004,SIMULATION,Electronic Arts
11958,Dave Mirra BMX Challenge,WII,2007,SPORTS,505 Games
13770,Super Robot Gakuen,DS,2009,ADVENTURE,Namco Bandai Games
6052,The Punisher,XB,2005,ACTION,THQ
12694,Utawarerumono: Itsuwari no Kamen,PS4,2015,ADVENTURE,Aqua Plus
11682,Fate/Tiger Colosseum,PSP,2007,FIGHTING,Capcom
3489,Disgaea 4: A Promise Unforgotten,PS3,2011,ROLEPLAYING,Nippon Ichi Software
14884,Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,2012,ADVENTURE,Idea Factory
10242,Breakout,PS,1999,PUZZLE,Hasbro Interactive
15222,Legend: Hand of God,PC,2007,ROLEPLAYING,DTP Entertainment
2351,Kingdoms of Amalur: Reckoning,X360,2012,ROLEPLAYING,Electronic Arts
6132,Tony Hawk: Shred,PS3,2010,SPORTS,Activision
13375,XBLAZE Code: Embryo,PSV,2013,ADVENTURE,Arc System Works
5250,Harry Potter and the Chamber of Secrets,XB,2002,ACTION,Electronic Arts
1439,Madden NFL 98,PS,1997,SPORTS,Electronic Arts
7518,Sloane to MacHale no Nazo no Monogatari,DS,2009,PUZZLE,Level 5
16364,Act of Aggression,PC,2015,STRATEGY,Focus Home Interactive
1481,Corvette,PS2,2004,RACING,TDK Mediactive
2071,NFL GameDay 2001,PS,2000,SPORTS,Sony Computer Entertainment
13452,SpongeBob SquarePants: Plankton's Robotic Revenge,WIIU,2013,SHOOTER,Activision
1140,Sled Storm,PS,1998,RACING,Electronic Arts
9802,Harvest Moon 2 GBC,GB,1999,SIMULATION,Ubisoft
1217,MVP Baseball 2005,PS2,2005,SPORTS,Electronic Arts
12240,Port Royale 3,X360,N/A,SIMULATION,Kalypso Media
11131,Romance of the Three Kingdoms XII,PS3,2012,STRATEGY,Tecmo Koei
8146,Race Pro,X360,2009,RACING,Atari
13624,The Sims Deluxe,PC,2002,SIMULATION,Electronic Arts
5150,Xenosaga Episode III: Also sprach Zarathustra,PS2,2006,ROLEPLAYING,Namco Bandai Games
16283,Fatal Fury: Battle Archives Volume 1 (JP sales),PS2,2006,FIGHTING,Ignition Entertainment
9874,"Ed, Edd n Eddy: The Mis-Edventures",GBA,2005,PLATFORM,Midway Games
733,Assassin's Creed IV: Black Flag,XONE,2013,ACTION,Ubisoft
1622,Kirby Tilt 'n' Tumble,GB,2000,PUZZLE,Nintendo
10046,Monster Madness: Battle for Suburbia,X360,2007,SHOOTER,SouthPeak Games
6451,Gundam Breaker,PS3,2013,ACTION,Namco Bandai Games
9694,WRC: FIA World Rally Championship,X360,N/A,RACING,Black Bean Games
5630,Prince of Persia: The Sands of Time,GC,2003,ACTION,Ubisoft
4403,Celebrity Sports Showdown,WII,2008,SPORTS,Electronic Arts
43,Mario Kart 7,_3DS,2011,RACING,Nintendo
14885,God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015,MISC,Namco Bandai Games
14269,House M.D.,DS,2010,ADVENTURE,Mindscape
11705,Tears to Tiara: Garland of the Earth,PS3,2008,STRATEGY,Aqua Plus
16399,San-X: Chara Sagashi Land,DS,2007,ACTION,MTO
2103,Shadow The Hedgehog,GC,2005,PLATFORM,Sega
3389,Dai-3-Ji Super Robot Taisen α: Shuuen no Ginga e,PS2,2005,STRATEGY,Banpresto
5959,Imagine: Makeup Artist,DS,2020,SIMULATION,Ubisoft
12062,Strike Point,PS,1996,SIMULATION,Elite
14283,Mame Goma: Honobo no Nikki,DS,2007,SIMULATION,TDK Core
9497,RealSports Volleyball,_2600,1981,SPORTS,Atari
13309,World Championship Pool 2004,PS2,2004,SPORTS,Jaleco
15177,Mount & Blade,PC,2008,ROLEPLAYING,Paradox Interactive
7088,Naruto: Ninja Council 2 European Version,DS,2005,FIGHTING,Tomy Corporation
550,L.A. Noire,X360,2011,ADVENTURE,Take-Two Interactive
4360,God Eater 2,PSV,2013,ROLEPLAYING,Namco Bandai Games
5928,Taiko no Tatsujin Wii: Minna de Party * 3-Yome!,WII,2010,MISC,Namco Bandai Games
4278,LEGO Rock Band,DS,2009,MISC,Warner Bros. Interactive Entertainment
10840,Risen 3: Titan Lords,PC,2014,ROLEPLAYING,Deep Silver
14069,Sega Arcade Gallery,GBA,2003,MISC,THQ
566,Call Of Duty 2: Big Red One,PS2,2005,SHOOTER,Activision
1621,Medal of Honor: Airborne,PS3,2007,SHOOTER,Electronic Arts
3308,Yakuza: Dead Souls,PS3,2011,SHOOTER,Sega
4153,Karate,_2600,N/A,FIGHTING,Ultravision
7358,de Blob 2,PS3,2011,PLATFORM,THQ
10194,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GC,2003,ACTION,THQ
15198,Akai Ito DS,DS,2008,ADVENTURE,Alchemist
14046,Barbie and Her Sisters Puppy Rescue,_3DS,2015,ACTION,Namco Bandai Games
7571,Way of the Samurai 4,PS3,2011,ACTION,Nippon Ichi Software
8530,Bladestorm: Nightmare,PS4,2015,ACTION,Tecmo Koei
12493,Alvin and the Chipmunks,WII,2007,MISC,Eidos Interactive
7516,NASCAR Heat 2002,XB,2001,RACING,Infogrames
13189,Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,DS,2008,MISC,Benesse
3646,Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,PS,2001,SHOOTER,D3Publisher
3729,NHL 14,X360,2013,SPORTS,Electronic Arts
4410,Just Dance 2014,XONE,2013,MISC,Ubisoft
1157,Dragon Quest V: Hand of the Heavenly Bride,DS,2008,ROLEPLAYING,Square Enix
2802,F1 2011,X360,2011,RACING,Codemasters
5882,Fossil Fighters (JP sales),DS,2008,ROLEPLAYING,Nintendo
1550,Kid Icarus: Uprising,_3DS,2012,ACTION,Nintendo
16589,Secret Files 2: Puritas Cordis,DS,2009,ADVENTURE,Deep Silver
12125,Mario Tennis,WII,2010,SPORTS,Nintendo
1050,Cabela's Big Game Hunter 2010,WII,2009,SPORTS,Activision Value
8505,Stronghold 3,PC,2011,STRATEGY,N/A
3485,WWE 2K16,PS3,2015,SPORTS,Take-Two Interactive
13525,Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,WII,2009,MISC,Nintendo
13825,Stoked: Big Air Edition,X360,2009,SPORTS,Namco Bandai Games
13210,TNA iMPACT: Cross the Line,DS,2010,FIGHTING,SouthPeak Games
12816,Jikkyou Powerful Pro Yakyuu DreamCast Edition,DC,2000,SPORTS,Konami Digital Entertainment
12640,Game of Thrones (Telltale),PS3,2015,ADVENTURE,Telltale Games
5015,NHL 15,PS3,2014,SPORTS,Electronic Arts
16358,Icewind Dale II,PC,2002,ROLEPLAYING,Interplay
3696,Gekikuukan Pro Yakyuu: At the End of the Century 1999,PS2,2000,SPORTS,SquareSoft
4963,Auto Modellista,PS2,2002,RACING,Capcom
11805,Resident Evil Zero,XONE,2016,ACTION,Capcom
6366,The Incredible Hulk,PS3,2008,ACTION,Sega
9933,Spider-Man: Edge of Time,_3DS,2011,ACTION,Activision
15463,Starship Troopers,PC,2005,SHOOTER,Empire Interactive
2410,SingStar '90s,PS2,2007,MISC,Sony Computer Entertainment
10253,Michael Jackson: The Experience,PSV,2011,MISC,Ubisoft
15738,Cookie & Cream,DS,2007,PLATFORM,505 Games
10086,Batman: Rise of Sin Tzu,XB,2003,ACTION,Ubisoft
6375,Dragon Ball: XenoVerse,X360,2015,FIGHTING,Namco Bandai Games
4014,The Evil Within,X360,2014,ACTION,Bethesda Softworks
14428,Renai 0 Kilometer,PSP,2013,ADVENTURE,Alchemist
9949,Hanagumi Taisen Columns,SAT,1997,PUZZLE,Sega
12543,Zoo Tycoon: Complete Collection,PC,2003,STRATEGY,Microsoft Game Studios
15333,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,WII,2008,FIGHTING,Marvelous Interactive
7662,NFL Street 2,GC,2004,SPORTS,Electronic Arts
15589,Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,PS2,2010,ROLEPLAYING,Namco Bandai Games
7847,Inazuma Eleven Strikers 2012 Xtreme,WII,2011,ROLEPLAYING,Level 5
6247,One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,WII,2008,ADVENTURE,Namco Bandai Games
15270,Dungeon Defenders,PC,2011,ROLEPLAYING,Unknown
14183,Junior Island Adventure,DS,2011,PUZZLE,Unknown
8378,Sword of the Samurai,PS2,N/A,FIGHTING,Ubisoft
14741,Pro Evolution Soccer 2017,XONE,2016,SPORTS,Konami Digital Entertainment
12342,The Pinball of the Dead,GBA,2002,MISC,Sega
12123,Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,DS,2008,ROLEPLAYING,Takara Tomy
14102,Rebel Raiders: Operation Nighthawk,PS2,2006,SIMULATION,Kando Games
10704,Ride,XONE,2015,RACING,Milestone S.r.l.
5555,Folklore,PS3,2007,ROLEPLAYING,Sony Computer Entertainment
10672,Sneakers,XB,2002,PUZZLE,Microsoft Game Studios
14947,BeatMania IIDX 11: IIDX Red,PS2,2006,SIMULATION,Konami Digital Entertainment
10317,Arcade Party Pak,PS,1999,MISC,Midway Games
11072,Bleach: Heat the Soul 6,PSP,2009,FIGHTING,Sony Computer Entertainment
11762,Rayman 3: Hoodlum Havoc,XB,2003,PLATFORM,Ubisoft
13742,Worms Armageddon,N64,1999,STRATEGY,Infogrames
3798,Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,2007,SHOOTER,Ubisoft
9655,Supremacy MMA,PS3,2011,FIGHTING,505 Games
7121,AC/DC LIVE: Rock Band Track Pack,X360,2008,MISC,MTV Games
384,Monster Hunter 4,_3DS,2013,ROLEPLAYING,Capcom
8364,Marble Saga: Kororinpa,WII,2009,PUZZLE,Konami Digital Entertainment
10938,Import Tuner Challenge (American sales),X360,2006,RACING,Ubisoft
5510,Custom Robo,N64,N/A,ROLEPLAYING,Nintendo
9299,Apex,XB,2003,RACING,Atari
9313,Top Shot Arcade,WII,2011,SHOOTER,Activision
118,Zumba Fitness,WII,2010,SPORTS,505 Games
8825,The Cursed Crusade,X360,2011,ACTION,DTP Entertainment
12835,Drivers Ed Portable,DS,2008,MISC,JoWood Productions
12862,"Murder, She Wrote",PC,2009,ADVENTURE,Focus Home Interactive
172,Pokemon Pinball,GB,1999,MISC,Nintendo
834,SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006,SHOOTER,Sony Computer Entertainment
2850,Driver: San Francisco,X360,2011,RACING,Ubisoft
11690,R: Racing Evolution,GC,2003,RACING,Namco Bandai Games
16204,Adventure Time: The Secret of the Nameless,X360,2014,ADVENTURE,Little Orbit
1006,Kingdom Hearts,PS3,2013,ROLEPLAYING,Square Enix
1913,Ready 2 Rumble Boxing,PS,1998,SPORTS,Midway Games
5781,Major League Baseball 2K8,PS3,2008,SPORTS,Bethesda Softworks
16131,Voodoo Chronicles: First Sign,PC,2011,ADVENTURE,ValuSoft
14531,R-Type III: The Third Lightning,GBA,2004,SHOOTER,Zoo Digital Publishing
8821,Kingdom of Paradise,PSP,2005,ROLEPLAYING,Sony Computer Entertainment
14022,Derby Tsuku 5: Derby Uma o Tsukurou!,PS2,2006,SPORTS,Sega
12468,PenPen TriIceLon,DC,1998,RACING,Infogrames
14170,Deer Drive: Legends,_3DS,2012,ACTION,Maximum Family Games
724,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990,ACTION,Konami Digital Entertainment
3254,Evolve,XONE,2015,SHOOTER,Take-Two Interactive
13407,Centipede: Infestation,_3DS,2011,SHOOTER,Atari
3531,Defiance,X360,2013,SHOOTER,Trion Worlds
8751,NCAA Football 2004,GC,2003,SPORTS,Electronic Arts
11148,RollerCoaster Tycoon 3: Platinum,PC,2005,STRATEGY,Atari
3351,LEGO Jurassic World,_3DS,2015,ACTION,Warner Bros. Interactive Entertainment
494,FIFA 14,PS4,2013,SPORTS,Electronic Arts
4522,The Powerpuff Girls: Him and Seek,GBA,2002,PLATFORM,BAM! Entertainment
8683,WWE '13,WII,2012,ACTION,THQ
12043,Sprint Cars: Road to Knoxville,PS2,2005,RACING,THQ
16533,Sébastien Loeb Rally Evo,XONE,2016,RACING,Milestone S.r.l
4779,Minority Report: Everybody Runs,PS2,2002,ACTION,Activision
81,Mario Party 8,WII,2007,MISC,Nintendo
607,Madden NFL 09,X360,2008,SPORTS,Electronic Arts
3841,NCAA Football 2003,XB,2002,SPORTS,Electronic Arts
1148,SpongeBob's Atlantis SquarePantis,DS,2007,ACTION,THQ
13663,Hellboy: The Science of Evil,PSP,2008,ACTION,Konami Digital Entertainment
6393,The Sims 2: Pets,GC,2006,SIMULATION,Electronic Arts
7453,Mortal Kombat: Special Forces,PS,2000,FIGHTING,Midway Games
16079,Fab 5 Soccer,DS,2008,SPORTS,Destineer
10318,Kotoba no Puzzle: Mojipittan Daijiten,PSP,2004,PUZZLE,Namco Bandai Games
16124,Turbo Trainz,WII,2012,RACING,Mastertronic
1660,Dragon Quest IV: Michibikareshi Monotachi,PS,2001,ROLEPLAYING,Enix Corporation
3476,Gex: Enter the Gecko,PS,1998,PLATFORM,BMG Interactive Entertainment
7806,Conflict: Denied Ops,PS3,2008,SHOOTER,Eidos Interactive
7334,EVE: burst error,SAT,1997,ADVENTURE,Imagineer
9508,Green Lantern: Rise of the Manhunters,X360,2011,ACTION,Warner Bros. Interactive Entertainment
13176,MXGP 2,XONE,2016,RACING,Milestone S.r.l.
8638,Yu-Gi-Oh! 5D's: Duel Transer,WII,2010,STRATEGY,Konami Digital Entertainment
3445,Tokimeki Memorial: Forever with You,PS,1995,SIMULATION,Konami Digital Entertainment
4422,Disney Infinity 3.0,WIIU,2015,ACTION,Disney Interactive Studios
10552,Draglade,DS,2007,FIGHTING,505 Games
11423,Petz Fantasy: Sunshine Magic,DS,2010,SIMULATION,Ubisoft
13530,Spy Fiction,PS2,2003,ACTION,Sega
3039,Crafting Mama,DS,2010,SIMULATION,505 Games
3377,Monopoly,X360,2008,MISC,Electronic Arts
12282,Broken Sword 5: The Serpent's Curse,PS4,2015,ADVENTURE,Revolution Software
11410,Fatal Frame III: The Tormented,PS2,2005,ACTION,Take-Two Interactive
10104,Vacation Sports,WII,2009,SPORTS,Ubisoft
5602,NBA Street V3,XB,2005,SPORTS,Electronic Arts
4777,Avatar: The Game,DS,2009,ACTION,Ubisoft
2280,Tom Clancy's EndWar,X360,2008,STRATEGY,Ubisoft
12367,Legend of Kay,DS,2010,ACTION,JoWood Productions
11162,MLB SlugFest Loaded,XB,2004,SPORTS,Midway Games
14527,Emily Archer and the Curse of Tutankhamun,DS,2011,ADVENTURE,Mastertronic
11396,PoPoLoCrois (JP sales),PSP,2005,ROLEPLAYING,Ignition Entertainment
15434,Kokoro Connect: Yochi Random,PSP,2012,ACTION,Namco Bandai Games
10849,NFL Blitz 20-02,XB,2002,SPORTS,Midway Games
6078,Namco Museum Vol.2,PS,1996,MISC,Sony Computer Entertainment
9390,Disney's Kim Possible: Kimmunicator,DS,2005,PLATFORM,Disney Interactive Studios
3460,NCAA Football 09,PS3,2008,SPORTS,Electronic Arts
3970,Crash: Mind Over Mutant,PS2,2008,PLATFORM,Vivendi Games
7821,Plants vs. Zombies,PS3,2011,STRATEGY,PopCap Games
2525,Madden NFL 16,PS3,2015,SPORTS,Electronic Arts
9375,Ys: The Ark of Napishtim,PS2,2005,ROLEPLAYING,Konami Digital Entertainment
4573,Ben 10 Alien Force: Vilgax Attacks,PSP,2009,ACTION,D3Publisher
13178,BeatMania IIDX 3rd Style,PS2,2000,SIMULATION,Konami Digital Entertainment
5364,Skylanders: Trap Team,XONE,2014,ACTION,Activision
157,Assassin's Creed II,PS3,2009,ACTION,Ubisoft
3849,Rival Schools: United By Fate,PS,1998,FIGHTING,Capcom
4877,Alpha Protocol,X360,2010,ROLEPLAYING,Sega
6996,Dynasty Warriors: Gundam Reborn,PS3,2013,ACTION,Tecmo Koei
11468,The Sims 3: Fast Lane Stuff,PC,2010,SIMULATION,Electronic Arts
4002,Tony Hawk's Underground 2,GC,2004,SPORTS,Activision
7241,Nickelodeon Party Blast,XB,2002,MISC,Infogrames
15771,Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,DS,2010,ACTION,Hudson Soft
6959,Wallace & Gromit in Project Zoo,PS2,2003,PLATFORM,BAM! Entertainment
15452,Angelique Retour,PSV,2015,ACTION,Tecmo Koei
4044,Scarface: The World is Yours,XB,2006,ACTION,Vivendi Games
6565,Oddworld: Stranger's Wrath,XB,2005,ADVENTURE,Electronic Arts
7235,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,PS2,2002,MISC,Acclaim Entertainment
889,Mortal Kombat II,SNES,1993,FIGHTING,Acclaim Entertainment
5315,The Fairly Odd Parents: Shadow Showdown,PS2,2004,PLATFORM,THQ
13192,QUIZ PARTY,WII,2012,MISC,Nintendo
2888,LEGO Harry Potter: Years 1-4,PSP,2010,ACTION,Warner Bros. Interactive Entertainment
2632,Lips,X360,2008,MISC,Microsoft Game Studios
12712,Constantine,XB,2005,ACTION,SCi
6384,Wipeout 2,X360,2011,MISC,Activision
16025,Wiffle Ball Advance,DS,2007,SPORTS,Zoo Digital Publishing
15983,Turok,PC,2008,ACTION,Touchstone
4364,Sphinx and the Cursed Mummy,PS2,2003,ACTION,THQ
5451,Beyond Good & Evil,PS2,2003,ADVENTURE,Ubisoft
4713,E0: Enemy Zero,SAT,1996,ADVENTURE,Sega
16314,Space Hulk,PSV,2015,STRATEGY,Funbox Media
5191,MechWarrior 2: 31st Century Combat,PS,1997,SIMULATION,Activision
7247,Kartia: The Word of Fate,PS,1998,STRATEGY,Konami Digital Entertainment
7746,Metro: Last Light,PC,2013,ACTION,Deep Silver
15144,Invizimals: The Lost Kingdom,PS3,2013,ACTION,Sony Computer Entertainment
963,Sly 2: Band of Thieves,PS2,2004,PLATFORM,Sony Computer Entertainment
1164,Devil May Cry 4,PS3,2008,ACTION,Capcom
4847,The Urbz: Sims in the City,GC,2004,SIMULATION,Electronic Arts
1075,World Championship Poker: Featuring Howard Lederer - All In,PS2,2006,MISC,Oxygen Interactive
16175,Military History: Commander - Europe at War,DS,2009,STRATEGY,Slitherine Software
1161,Diablo,PC,1996,ROLEPLAYING,Activision
8616,Ghost in the Shell: Stand Alone Complex,PS2,2004,ADVENTURE,Namco Bandai Games
4814,NBA ShootOut 2000,PS,1999,SPORTS,989 Studios
3613,Major League Baseball 2K5,XB,2005,SPORTS,Take-Two Interactive
13514,Grand Slam,PS,1997,MISC,Virgin Interactive
15300,Tsuyo Kiss 2 Portable,PSP,2010,ADVENTURE,NetRevo
7125,Shin Nippon Pro Wrestling: Toukon Retsuden 3,PS,1998,FIGHTING,Tomy Corporation
2001,Brink,X360,2011,SHOOTER,Bethesda Softworks
2628,PokePark 2: Wonders Beyond,WII,2011,ACTION,Nintendo
5473,Chicken Blaster,WII,2009,SHOOTER,Zushi Games
12155,Future Tactics: The Uprising,PS2,2004,STRATEGY,Crave Entertainment
13191,LEGO Indiana Jones 2: The Adventure Continues,PC,2009,ACTION,Activision
4317,Barbie as The Island Princess,WII,2007,ADVENTURE,Activision
16333,Ultraman Fighting Evolution 3,PS2,2004,FIGHTING,Banpresto
7702,Shaman King: Spirit of Shamans,PS,2002,ACTION,Namco Bandai Games
132,Kingdom Hearts,PS2,2002,ROLEPLAYING,Sony Computer Entertainment
2530,Shaun White Snowboarding,X360,N/A,SPORTS,Ubisoft
2809,NHL 11,X360,2010,SPORTS,Electronic Arts
9469,The Oregon Trail,_3DS,2011,SIMULATION,Crave Entertainment
4258,Scooby-Doo,GBA,2001,PLATFORM,THQ
10117,Gun Metal,XB,2002,SHOOTER,Rage Software
13428,Toukiden Kiwami,PSP,2014,ACTION,Tecmo Koei
14704,Magicka,PC,2011,ROLEPLAYING,Paradox Interactive
12574,LEGO Batman: The Videogame,PC,2008,ACTION,Warner Bros. Interactive Entertainment
13936,Evolution Skateboarding,GC,2002,SPORTS,Konami Digital Entertainment
1277,New Play Control! Mario Power Tennis,WII,2009,SPORTS,Nintendo
3433,Zumba Fitness,PS3,2010,SPORTS,505 Games
5903,NBA Live 2003,GC,N/A,SPORTS,Electronic Arts
8353,Jikkyou Powerful Pro Yakyuu 2013,PSP,2013,SPORTS,Konami Digital Entertainment
12500,Flipnic: Ultimate Pinball,PS2,2003,MISC,Ubisoft
10675,Earth Defense Force 2025.1: The Shadow of New Despair,PS4,2015,ACTION,D3Publisher
7131,NBA Street: Showdown,PSP,2005,SPORTS,Electronic Arts
7169,MotoGP 08,PS2,2008,RACING,Capcom
16373,Gobliiins 4,PC,2009,ADVENTURE,Kalypso Media
233,The Legend of Zelda: The Wind Waker,GC,2002,ACTION,Nintendo
13597,LEGO Indiana Jones: The Original Adventures,PC,2008,ACTION,LucasArts
13855,Klonoa Heroes: Densetsu no Star Medal,GBA,2002,ROLEPLAYING,Namco Bandai Games
587,Harry Potter and the Chamber of Secrets,PS2,2002,ACTION,Electronic Arts
9229,Science Papa,WII,2009,MISC,Activision
8931,All-Star Baseball 2005,XB,N/A,SPORTS,Unknown
12221,Top Gun,PS3,2011,SIMULATION,505 Games
6630,The Suite Life of Zack & Cody: Tipton Trouble,DS,2006,ACTION,Disney Interactive Studios
244,Uncharted: The Nathan Drake Collection,PS4,2015,ACTION,Sony Computer Entertainment
4357,PES 2009: Pro Evolution Soccer,WII,2009,SPORTS,Konami Digital Entertainment
7732,NHL FaceOff 2001,PS2,2001,SPORTS,Sony Computer Entertainment
12259,Genkai Tokki Monster Monpiece,PSV,2013,STRATEGY,Idea Factory
2553,DiRT 2,X360,2009,RACING,Codemasters
6592,Backyard NFL Football,GC,2002,SPORTS,Infogrames
12628,Captain America: Super Soldier,WII,N/A,ACTION,Sega
14501,Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,2010,FIGHTING,Marvelous Interactive
484,Street Fighter IV,X360,2009,FIGHTING,Capcom
11654,All-Star Baseball 2004,GC,2003,SPORTS,Acclaim Entertainment
13980,Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,DS,2007,ADVENTURE,D3Publisher
13652,7 Days to Die,XONE,2016,ACTION,Telltale Games
6408,Payday 2,PS4,2015,SHOOTER,505 Games
11644,Momotarou Dentetsu 11,GC,2002,MISC,Hudson Soft
2685,All-Star Baseball 2003,PS2,2002,SPORTS,Acclaim Entertainment
9954,Merv Griffin's Crosswords,WII,2008,PUZZLE,THQ
7313,Lords of the Fallen,XONE,2014,ROLEPLAYING,Square Enix
4084,Scene It? Lights Camera Action,X360,2007,MISC,Microsoft Game Studios
18,Grand Theft Auto: San Andreas,PS2,2004,ACTION,Take-Two Interactive
14072,"My World, My Way (US sales)",DS,2008,ROLEPLAYING,Global A Entertainment
6405,NBA ShootOut 2001,PS,2000,SPORTS,Sony Computer Entertainment
9595,TOCA Race Driver 2: Ultimate Racing Simulator,XB,2004,RACING,Codemasters
16191,Toro to Morimori,PS3,2009,MISC,Sony Computer Entertainment
6702,Caesars Palace II,PS,1998,MISC,Interplay
3071,Rayman Legends,PS3,2013,PLATFORM,Ubisoft
14011,Enchanted Arms (JP sales),PS3,2007,ROLEPLAYING,Ubisoft
14810,Captain Tsubasa J: The Way to World Youth,SNES,1995,SPORTS,Namco Bandai Games
15212,So Blonde,PC,2008,ADVENTURE,Eidos Interactive
11774,Touch Detective: Nameko Shigeru,_3DS,2013,ADVENTURE,Success
14122,Radiant Silvergun,SAT,1998,SHOOTER,ESP
8487,El Shaddai: Ascension of the Metatron,X360,2011,ACTION,Ignition Entertainment
15619,Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,DS,2010,MISC,Namco Bandai Games
14249,Legend of the Dragon,PSP,2007,FIGHTING,Game Factory
9594,Thor: God of Thunder,DS,2011,ACTION,Sega
16332,Element Hunter,DS,2009,ROLEPLAYING,Namco Bandai Games
11559,Valkyrie Drive: Bhikkhuni,PSV,2015,ACTION,PQube
1234,NASCAR 98,PS,1996,RACING,Electronic Arts
16036,NiGHTS into dreams...,PS2,2008,PLATFORM,Sega
11357,Blades of Blood: Samurai Shodown III,PS,1995,FIGHTING,Sony Computer Entertainment
8633,LEGO The Lord of the Rings,DS,2012,ACTION,Warner Bros. Interactive Entertainment
16013,Call of Juarez,PC,2006,SHOOTER,Ubisoft
7694,Looney Tunes: Space Race,PS2,2002,RACING,Infogrames
10779,Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,GBA,2002,FIGHTING,Banpresto
10745,Touch Detective,DS,2006,ADVENTURE,505 Games
12281,BMX XXX,GC,2002,SPORTS,Acclaim Entertainment
8078,Vampire Savior: The Lord of Vampire,SAT,1998,FIGHTING,Capcom
9717,Colony Wars III: Red Sun,PS,2000,SIMULATION,Psygnosis
8169,Otomedius Excellent,X360,N/A,SHOOTER,Unknown
15743,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,2015,ACTION,Namco Bandai Games
16062,Alfa Romeo Racing Italiano,PS2,2005,RACING,Black Bean Games
2692,The Sims 3,_3DS,2011,SIMULATION,Electronic Arts
7899,Phantasy Star Universe,PS2,2006,ROLEPLAYING,Sega
2593,Tales of Destiny 2,PS2,2002,ROLEPLAYING,Namco Bandai Games
6026,Top Gear Overdrive,N64,1998,RACING,Kemco
10377,Final Fantasy XII International Zodiac Job System,PS2,2007,ROLEPLAYING,Square Enix
11578,Motto! Stitch! DS Rhythm de Rakugaki Daisakusen,DS,2010,MISC,Disney Interactive Studios
4171,WWE SmackDown vs. Raw 2011,WII,2010,FIGHTING,THQ
1077,LEGO Batman 2: DC Super Heroes,X360,2012,ACTION,Warner Bros. Interactive Entertainment
5515,Disgaea 2: Cursed Memories,PS2,2006,ROLEPLAYING,Tecmo Koei
1786,Shadow of the Colossus,PS2,2005,ACTION,Sony Computer Entertainment
9648,Battleborn,XONE,2016,SHOOTER,Take-Two Interactive
13209,Super Bust-A-Move,GBA,2001,PUZZLE,Ubisoft
3964,Blue's Clues: Blue's Big Musical,PS,2001,MISC,THQ
5778,Tiger Woods PGA Tour 06,X360,2005,SPORTS,Electronic Arts
11166,Bionicle,GBA,2003,ACTION,THQ
2777,Blur,PS3,2010,RACING,Activision
6680,Ultimate Fighting Championship,PS,2000,FIGHTING,Ubisoft
11484,The Witch and the Hundred Knight,PS4,2015,ROLEPLAYING,Nippon Ichi Software
6184,Shrek: Ogres & Dronkeys,DS,2007,SIMULATION,Activision
8759,Klax,_2600,1989,PUZZLE,Atari
3657,Secret Agent Clank(US sales),PSP,2008,PLATFORM,Sony Computer Entertainment
2355,Seiken Densetsu 3,SNES,1995,ROLEPLAYING,SquareSoft
9831,Skate City Heroes,WII,2008,SPORTS,Zoo Digital Publishing
10364,Disney's Chicken Little: Ace In Action,WII,N/A,SHOOTER,Disney Interactive Studios
5543,Kidou Senshi Gundam F91: Formula Senki 0122,SNES,1991,STRATEGY,Namco Bandai Games
4823,Fighting Vipers,SAT,1995,FIGHTING,Sega
10113,Heavy Fire: Afghanistan,WII,2011,SHOOTER,Mastiff
3919,WWE SmackDown vs. RAW 2007,X360,2006,FIGHTING,THQ
10856,FIFA Street 3,DS,2008,SPORTS,Electronic Arts
13474,Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,DS,2005,MISC,Success
